carat,cut,color,clarity,depth,table,price,x,y,z,latitude,longitude 
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,39.2672222,-76.7986111
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,38.910833,-75.52767
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,46.521858,-84.34609
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,42.7919444,-83.6277778
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,34.2083333,-77.7966667
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,46.2830556,-96.0772222
0.81,VeryGood,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,41.5222222,-81.3380556
0.81,VeryGood,E,SI1,,60.0,2797,6.07,6.1,3.67,37.26546,-122.009598
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,47.1302778,-119.2769444
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,43.916231,-123.964
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,33.2147222,-97.1327778
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,32.5091667,-92.1191667
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,34.6991667,-86.7483333
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,38.7805556,-95.5569444
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,47.937222,-122.444444
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,41.6580556,-90.5844444
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,32.8577778,-97.2544444
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,42.8330556,-108.73
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,36.5483333,-82.5619444
0.8,VeryGood,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,50.9097,-1.404351
0.77,Ideal,I,VS1,,59.0,2798,5.87,5.91,3.62,52.664913,-1.034894
0.83,VeryGood,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,33.6355556,-96.6086111
0.82,Ideal,F,SI2,,54.0,2799,,6.02,3.74,39.1141667,-94.6272222
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,41.6005556,-93.6088889
0.6,VeryGood,G,IF,61.6,56.0,2800,5.43,5.46,3.35,52.298666,5.629619
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,50.7967,-1.083333
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,36.7022222,-85.6916667
0.9,VeryGood,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,38.584329,-108.073096
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,42.4391667,-123.3272222
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,34.4047222,-103.2047222
0.83,VeryGood,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,48.4213889,-122.3327778
0.74,Premium,G,VS1,,60.0,2800,5.74,5.68,3.59,34.6980556,-118.1358333
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,28.9825,-95.9691667
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,45.3575,-84.2238889
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,-20.166667,57.516667
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,41.8088889,-88.0111111
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,-31.95224,115.861397
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,55.833333,-4.25
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,37.4716667,-121.1286111
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,52.416667,-1.55
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,33.7358333,-118.2913889
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,42.2625,-71.8027778
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,41.2402778,-75.945
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,35.3841667,-97.7241667
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,13.782967,109.219663
0.87,VeryGood,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,32.7025,-103.1355556
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,41.658445,-70.128629
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,30.3319444,-81.6558333
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,44.291092,-105.502221
0.7,VeryGood,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,33.6116667,-111.7166667
0.74,VeryGood,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,33.415,-111.5488889
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,45.795,-88.0719444
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,43.4194444,-83.9508333
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,42.0583333,-70.1791667
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,36.1055556,-79.5425
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,38.9822222,-94.6705556
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,39.2902778,-76.6125
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,47.1855556,-122.2916667
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,40.015,-105.27
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,42.4727778,-122.8016667
0.71,VeryGood,G,VS1,,55.0,2803,5.66,5.64,3.59,37.6922222,-97.3372222
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,51.733333,-1.883333
0.71,VeryGood,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,30.2283333,-88.0230556
0.71,VeryGood,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,41.0786111,-73.4697222
0.8,VeryGood,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,39.8366667,-105.0366667
0.7,VeryGood,D,SI1,,58.0,2804,,,3.56,31.3380556,-94.7288889
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,39.6133333,-105.0161111
0.72,VeryGood,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,27.5872222,-82.4252778
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,41.426286,-87.821765
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,39.6283333,-84.1594444
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,26.525,-80.0666667
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,42.2711111,-89.0938889
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,35.0844444,-106.6505556
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,39.7475,-122.1952778
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,35.4675,-97.5161111
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,42.1275,-87.8288889
0.57,Fair,E,VVS1,,66.0,2805,5.34,5.43,3.16,46.4916667,-124.0488889
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,38.7933333,-77.2719444
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,44.0288889,-88.1627778
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,39.7294444,-104.8313889
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,42.5847222,-87.8211111
0.81,VeryGood,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,33.4483333,-112.0733333
0.75,VeryGood,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,40.4863889,-86.1336111
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,33.35625,-116.864932
0.71,VeryGood,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,52.366667,-1.25
0.71,VeryGood,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,45.7833333,-108.5
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,36.0397222,-114.9811111
0.8,VeryGood,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,39.2672222,-76.7986111
0.7,VeryGood,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,37.4183333,-95.68
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,34.8333333,-81.9922222
0.75,VeryGood,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,34.2694444,-118.7805556
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,41.7797222,-71.4377778
0.73,VeryGood,D,SI1,,57.0,2808,,5.7,3.61,36.175,-115.1363889
0.81,VeryGood,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,41.9583333,-70.6677778
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,40.7719444,-80.7683333
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,30.2669444,-97.7427778
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,43.5408333,-116.5625
0.7,VeryGood,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,41.7605556,-88.32
0.7,VeryGood,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,44.583333,-75.683333
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,35.6008333,-82.5541667
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,40.5580556,-90.035
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,-29.73485,151.738495
0.75,VeryGood,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,43.0388889,-87.9063889
0.83,VeryGood,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,46.355,-85.5094444
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,37.2622222,-119.7
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,38.3483333,-92.5813889
0.7,VeryGood,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,38.2008333,-84.8733333
0.7,VeryGood,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,41.4361111,-81.3866667
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,49.316667,-117.666667
0.7,VeryGood,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,42.2711111,-89.0938889
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,32.7833333,-96.8
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,41.9266667,-73.9130556
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,47.6063889,-122.3308333
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,34.2783333,-119.2922222
0.32,VeryGood,I,SI1,63.1,56.0,554,4.39,4.36,2.76,30.3077778,-104.0186111
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,33.6197222,-86.6088889
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,34.5361111,-117.2902778
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,33.8302778,-116.5444444
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,32.895,-97.5455556
0.3,VeryGood,H,SI1,63.3,56.0,554,4.29,4.27,2.71,28.6416667,-81.1236111
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,35.1186111,-120.5897222
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,45.6797222,-111.0377778
0.3,VeryGood,H,SI1,63.4,60.0,554,4.25,4.23,2.69,27.8425,-82.6997222
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,42.6555556,-70.6208333
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,42.2711111,-89.0938889
0.29,VeryGood,E,VS1,61.9,55.0,555,4.28,4.33,2.66,10.72015,122.562106
0.29,VeryGood,E,VS1,62.4,55.0,555,4.2,4.25,2.63,37.3058333,-89.5180556
0.31,VeryGood,F,SI1,61.8,58.0,555,4.32,4.35,2.68,44.173333,28.638333
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,36.0997222,-80.2444444
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,57.466667,-4.233333
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,41.7355556,-122.6333333
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,35.2333333,-106.6638889
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,39.7391667,-104.9841667
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,34.6175,-89.9686111
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,38.4972222,-94.9502778
0.43,VeryGood,E,I1,58.4,62.0,555,4.94,5.0,2.9,36.9902778,-86.4436111
0.32,VeryGood,F,VS2,61.4,58.0,556,4.37,4.42,2.7,59.878522,-150.395227
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,35.9811111,-94.4913889
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,47.7675,-117.3538889
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,41.5611111,-74.1888889
0.7,VeryGood,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,41.4569444,-72.8236111
0.7,VeryGood,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,42.5802778,-83.0302778
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,38.8338889,-104.8208333
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,31.5788889,-90.4405556
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,39.070388,-76.545241
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,30.3319444,-81.6558333
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,26.9294444,-82.0455556
0.84,VeryGood,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,43.9822222,-117.2372222
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,40.460475,-97.049844
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,43.494433,-123.487294
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,38.6272222,-90.1977778
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,48.170236,-113.924276
0.55,VeryGood,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,33.6355556,-96.6086111
0.76,VeryGood,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,41.85,-87.65
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,30.6277778,-96.3341667
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,38.1041667,-122.2555556
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,43.8955556,-103.4177778
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,-31.95224,115.861397
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,52.388107,4.638483
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,38.0194444,-122.1330556
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,26.750534,51.683427
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,40.3355556,-75.9272222
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,43.9547222,-86.28
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,32.3908333,-110.9658333
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,42.308644,-83.482116
0.78,VeryGood,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,42.0986111,-75.9183333
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,44.3644444,-97.1327778
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,41.3186111,-87.2002778
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,43.9441667,-90.8127778
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,46.2830556,-96.0772222
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,35.2338889,-92.3875
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,29.8830556,-97.9411111
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,42.3211111,-85.1797222
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,34.0027778,-84.1447222
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,40.5983333,-124.1561111
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,33.5683333,-83.3625
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,32.507757,-85.050908
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,45.5236111,-122.675
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,53.493099,-1.280452
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,41.6047222,-80.8655556
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,34.2561111,-78.045
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,37.315326,-93.5852
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,38.9780556,-122.8383333
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,30.3411111,-95.0852778
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,42.3563889,-73.2852778
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,45.6388889,-122.6602778
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,47.2530556,-122.4430556
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,44.0522222,-123.0855556
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,33.8936111,-117.7263889
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,53.829579,-2.597118
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,51.514125,-0.093689
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,34.2275,-83.8844444
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,-16.92304,145.766251
0.72,VeryGood,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,40.8066667,-74.1858333
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,43.666667,-79.416667
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,42.225,-121.7805556
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,33.3333333,-111.845
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,26.7052778,-80.0366667
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,45.6388889,-122.6602778
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,45.433333,-72.883333
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,34.2572222,-118.6002778
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,40.63,-74.4277778
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,49.25,-123.133333
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,43.1705556,-78.6905556
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,41.9211111,-87.8091667
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,45.230637,-77.938373
0.73,VeryGood,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,40.0427778,-86.1275
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,38.6580556,-77.25
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,48.3172222,-110.0125
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,51.133333,0.283333
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,39.9975,-85.7466667
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,44.4758333,-73.2125
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,42.049196,-91.681525
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,38.1916667,-120.8280556
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,29.9544444,-90.075
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,33.4472222,-84.1469444
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,39.334419,-74.489983
0.7,Premium,D,SI1,,60.0,2822,5.82,5.75,3.48,40.1672222,-105.1013889
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,38.738308,-93.573028
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,45.498332,-73.406507
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,31.754336,-106.305807
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,38.2544444,-104.6086111
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,36.7477778,-119.7713889
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,32.676217,-116.724798
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,46.9105556,-98.7080556
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,38.7933333,-77.2719444
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,42.1291667,-80.0852778
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,37.0511111,-122.0136111
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,39.2805556,-80.3447222
0.7,Ideal,D,SI1,,54.0,2822,,5.71,3.52,46.6541667,-120.5288889
0.79,VeryGood,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,42.9813889,-70.9483333
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,38.1494444,-79.0719444
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,41.5033333,-74.0108333
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,36.175,-115.1363889
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,41.35,-72.0788889
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,38.015,-94.8833333
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,36.015,-84.5583333
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,31.0727778,-96.9783333
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,34.0522222,-118.2427778
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,32.7152778,-117.1563889
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,38.9780556,-122.8383333
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,49.203278,11.849022
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,33.8352778,-117.9136111
0.73,VeryGood,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,33.0580556,-112.0469444
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,37.9747222,-81.5291667
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,46.325,-122.7352778
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,33.7877778,-117.8522222
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,45.3575,-122.6055556
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,35.5277778,-94.2705556
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,33.8491667,-118.3875
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,40.7,-73.9061111
0.7,VeryGood,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,42.4588889,-88.5177778
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,39.1619444,-84.4569444
0.9,VeryGood,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,47.4538889,-122.3205556
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,54.65,-1.45
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,30.705,-84.8430556
0.7,VeryGood,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,41.6977778,-72.7241667
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,39.3702778,-74.5505556
0.79,Premium,H,VVS2,,58.0,2827,,5.9,3.71,41.0997222,-80.6497222
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,42.0083333,-91.6438889
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,42.3583333,-71.0602778
0.7,Ideal,D,SI2,,57.0,2828,5.74,5.77,3.49,53.755477,-1.473462
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,42.983333,-81.25
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,35.0844444,-106.6505556
0.8,Good,E,SI2,,54.0,2829,,,3.75,47.140461,-122.605622
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,30.4111111,-88.8277778
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,53.533333,-1.116667
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,31.812438,-106.421321
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,42.2411111,-83.6130556
0.71,VeryGood,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,35.5741667,-105.6744444
0.77,VeryGood,H,SI1,,56.0,2830,5.84,5.89,3.62,27.8002778,-97.3961111
0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,49.13635335,-122.8213433
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,27.5955556,-81.5063889
0.53,Ideal,F,VVS1,,57.0,2830,,,3.2,35.696111,51.423056
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,52.355518,-1.17432
0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,32.5761111,-111.325
0.76,VeryGood,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,43.0794444,-72.4263889
0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,32.7833333,-96.8
0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,30.4097222,-86.6630556
0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,40.0394444,-84.2033333
0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,61.2180556,-149.9002778
0.72,VeryGood,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,41.654216,-82.820743
